season,sp,stock_area,strata
winter,sumflo,unit,1650
winter,sumflo,unit,1660
winter,sumflo,unit,1670
winter,sumflo,unit,1690
winter,sumflo,unit,1700
winter,sumflo,unit,1710
winter,sumflo,unit,1730
winter,sumflo,unit,1740
winter,sumflo,unit,1750
fall,thoska,unit,1010
fall,thoska,unit,1020
fall,thoska,unit,1030
fall,thoska,unit,1040
fall,thoska,unit,1050
fall,thoska,unit,1060
fall,thoska,unit,1070
fall,thoska,unit,1080
fall,thoska,unit,1090
fall,thoska,unit,1100
fall,thoska,unit,1110
fall,thoska,unit,1120
fall,thoska,unit,1130
fall,thoska,unit,1140
fall,thoska,unit,1150
fall,thoska,unit,1160
fall,thoska,unit,1170
fall,thoska,unit,1180
fall,thoska,unit,1190
fall,thoska,unit,1200
fall,thoska,unit,1210
fall,thoska,unit,1220
fall,thoska,unit,1230
fall,thoska,unit,1240
fall,thoska,unit,1250
fall,thoska,unit,1260
fall,thoska,unit,1270
fall,thoska,unit,1280
fall,thoska,unit,1290
fall,thoska,unit,1300
fall,thoska,unit,1340
fall,thoska,unit,1350
fall,thoska,unit,1351
fall,thoska,unit,1360
fall,thoska,unit,1370
fall,thoska,unit,1380
fall,thoska,unit,1390
fall,thoska,unit,1400
fall,tilefi,unit,1010
fall,tilefi,unit,1020
fall,tilefi,unit,1030
fall,tilefi,unit,1040
fall,tilefi,unit,1050
fall,tilefi,unit,1060
fall,tilefi,unit,1070
fall,tilefi,unit,1080
fall,tilefi,unit,1090
fall,tilefi,unit,1100
fall,tilefi,unit,1110
fall,tilefi,unit,1120
fall,tilefi,unit,1130
fall,tilefi,unit,1140
fall,tilefi,unit,1150
fall,tilefi,unit,1160
fall,tilefi,unit,1170
fall,tilefi,unit,1180
fall,tilefi,unit,1190
fall,tilefi,unit,1210
fall,tilefi,unit,1220
fall,tilefi,unit,1290
fall,tilefi,unit,1300
fall,tilefi,unit,1360
fall,tilefi,unit,1610
fall,tilefi,unit,1620
fall,tilefi,unit,1630
fall,tilefi,unit,1640
fall,tilefi,unit,1650
fall,tilefi,unit,1660
fall,tilefi,unit,1670
fall,tilefi,unit,1680
fall,tilefi,unit,1690
fall,tilefi,unit,1700
fall,tilefi,unit,1710
fall,tilefi,unit,1720
fall,tilefi,unit,1730
fall,tilefi,unit,1740
fall,tilefi,unit,1750
fall,tilefi,unit,1760
spring,tilefi,unit,1010
spring,tilefi,unit,1020
spring,tilefi,unit,1030
spring,tilefi,unit,1040
spring,tilefi,unit,1050
spring,tilefi,unit,1060
spring,tilefi,unit,1070
spring,tilefi,unit,1080
spring,tilefi,unit,1090
spring,tilefi,unit,1100
spring,tilefi,unit,1110
spring,tilefi,unit,1120
spring,tilefi,unit,1130
spring,tilefi,unit,1140
spring,tilefi,unit,1150
spring,tilefi,unit,1160
spring,tilefi,unit,1170
spring,tilefi,unit,1180
spring,tilefi,unit,1190
spring,tilefi,unit,1210
spring,tilefi,unit,1220
spring,tilefi,unit,1290
spring,tilefi,unit,1300
spring,tilefi,unit,1360
spring,tilefi,unit,1610
spring,tilefi,unit,1620
spring,tilefi,unit,1630
spring,tilefi,unit,1640
spring,tilefi,unit,1650
spring,tilefi,unit,1660
spring,tilefi,unit,1670
spring,tilefi,unit,1680
spring,tilefi,unit,1690
spring,tilefi,unit,1700
spring,tilefi,unit,1710
spring,tilefi,unit,1720
spring,tilefi,unit,1730
spring,tilefi,unit,1740
spring,tilefi,unit,1750
spring,tilefi,unit,1760
fall,whihak,unit,1210
fall,whihak,unit,1220
fall,whihak,unit,1230
fall,whihak,unit,1240
fall,whihak,unit,1250
fall,whihak,unit,1260
fall,whihak,unit,1270
fall,whihak,unit,1280
fall,whihak,unit,1290
fall,whihak,unit,1300
fall,whihak,unit,1360
fall,whihak,unit,1370
fall,whihak,unit,1380
fall,whihak,unit,1390
fall,whihak,unit,1400
spring,whihak,unit,1210
spring,whihak,unit,1220
spring,whihak,unit,1230
spring,whihak,unit,1240
spring,whihak,unit,1250
spring,whihak,unit,1260
spring,whihak,unit,1270
spring,whihak,unit,1280
spring,whihak,unit,1290
spring,whihak,unit,1300
spring,whihak,unit,1360
spring,whihak,unit,1370
spring,whihak,unit,1380
spring,whihak,unit,1390
spring,whihak,unit,1400
fall,window,snemab,1010
fall,window,snemab,1020
fall,window,snemab,1030
fall,window,snemab,1040
fall,window,snemab,1050
fall,window,snemab,1060
fall,window,snemab,1070
fall,window,snemab,1080
fall,window,snemab,1090
fall,window,snemab,1100
fall,window,snemab,1110
fall,window,snemab,1120
fall,window,gbkgom,1130
fall,window,gbkgom,1140
fall,window,gbkgom,1150
fall,window,gbkgom,1160
fall,window,gbkgom,1170
fall,window,gbkgom,1180
fall,window,gbkgom,1190
fall,window,gbkgom,1200
fall,window,gbkgom,1210
fall,window,gbkgom,1220
fall,window,gbkgom,1230
fall,window,gbkgom,1240
fall,window,gbkgom,1250
fall,window,gbkgom,1260
fall,window,gbkgom,1270
fall,window,gbkgom,1280
fall,window,gbkgom,1290
fall,window,gbkgom,1300
fall,window,gbkgom,1370
fall,window,gbkgom,1380
fall,window,gbkgom,1390
fall,window,gbkgom,1400
fall,window,snemab,1610
fall,window,snemab,1620
fall,window,snemab,1630
fall,window,snemab,1640
fall,window,snemab,1650
fall,window,snemab,1660
fall,window,snemab,1670
fall,window,snemab,1680
fall,window,snemab,1690
fall,window,snemab,1700
fall,window,snemab,1710
fall,window,snemab,1720
fall,window,snemab,1730
fall,window,snemab,1740
fall,window,snemab,1750
fall,window,snemab,1760
fall,window,snemab,3020
fall,window,snemab,3050
fall,window,snemab,3080
fall,window,snemab,3110
fall,window,snemab,3140
fall,window,snemab,3170
fall,window,snemab,3200
fall,window,snemab,3230
fall,window,snemab,3260
fall,window,snemab,3290
fall,window,snemab,3320
fall,window,snemab,3350
fall,window,snemab,3380
fall,window,snemab,3410
fall,window,snemab,3440
fall,window,snemab,3450
fall,window,snemab,3460
fall,window,gbkgom,3590
fall,window,gbkgom,3600
fall,window,gbkgom,3610
fall,window,gbkgom,3650
fall,window,gbkgom,3660
fall,winflo,snemab,1010
fall,winflo,snemab,1020
fall,winflo,snemab,1050
fall,winflo,snemab,1060
fall,winflo,snemab,1090
fall,winflo,snemab,1100
fall,winflo,gbk,1130
fall,winflo,gbk,1140
fall,winflo,gbk,1150
fall,winflo,gbk,1160
fall,winflo,gbk,1170
fall,winflo,gbk,1180
fall,winflo,gbk,1190
fall,winflo,gbk,1200
fall,winflo,gbk,1210
fall,winflo,gbk,1220
fall,winflo,gbk,1230
fall,winflo,snemab,1250
fall,winflo,gom,1260
fall,winflo,gom,1390
fall,winflo,gom,1400
fall,winflo,snemab,1690
fall,winflo,snemab,1700
fall,winflo,snemab,1730
fall,winflo,snemab,1740
fall,winflo,snemab,3020
fall,winflo,snemab,3050
fall,winflo,snemab,3080
fall,winflo,snemab,3110
fall,winflo,snemab,3140
fall,winflo,snemab,3170
fall,winflo,snemab,3200
fall,winflo,snemab,3230
fall,winflo,snemab,3260
fall,winflo,snemab,3290
fall,winflo,snemab,3450
fall,winflo,snemab,3460
fall,winflo,snemab,3560
fall,winflo,gom,3590
fall,winflo,gom,3600
fall,winflo,gom,3610
fall,winflo,gom,3640
fall,winflo,gom,3650
fall,winflo,gom,3660
spring,winflo,snemab,1010
spring,winflo,snemab,1020
spring,winflo,snemab,1050
spring,winflo,snemab,1060
spring,winflo,snemab,1090
spring,winflo,snemab,1100
spring,winflo,gbk,1130
spring,winflo,gbk,1140
spring,winflo,gbk,1150
spring,winflo,gbk,1160
spring,winflo,gbk,1170
spring,winflo,gbk,1180
spring,winflo,gbk,1190
spring,winflo,gbk,1200
spring,winflo,gbk,1210
spring,winflo,gbk,1220
spring,winflo,gbk,1230
spring,winflo,snemab,1250
spring,winflo,gom,1260
spring,winflo,gom,1390
spring,winflo,gom,1400
spring,winflo,snemab,1690
spring,winflo,snemab,1700
spring,winflo,snemab,1730
spring,winflo,snemab,1740
spring,winflo,snemab,3020
spring,winflo,snemab,3050
spring,winflo,snemab,3080
spring,winflo,snemab,3110
spring,winflo,snemab,3140
spring,winflo,snemab,3170
spring,winflo,snemab,3200
spring,winflo,snemab,3230
spring,winflo,snemab,3260
spring,winflo,snemab,3290
spring,winflo,snemab,3450
spring,winflo,snemab,3460
spring,winflo,snemab,3560
spring,winflo,gom,3590
spring,winflo,gom,3600
spring,winflo,gom,3610
spring,winflo,gom,3640
spring,winflo,gom,3650
spring,winflo,gom,3660
winter,winflo,snemab,1010
winter,winflo,snemab,1020
winter,winflo,snemab,1050
winter,winflo,snemab,1060
winter,winflo,snemab,1090
winter,winflo,snemab,1100
winter,winflo,snemab,1250
winter,winflo,snemab,1690
winter,winflo,snemab,1700
winter,winflo,snemab,1730
winter,winflo,snemab,1740
winter,winflo,snemab,3020
winter,winflo,snemab,3050
winter,winflo,snemab,3080
winter,winflo,snemab,3110
winter,winflo,snemab,3140
winter,winflo,snemab,3170
winter,winflo,snemab,3200
winter,winflo,snemab,3230
winter,winflo,snemab,3260
winter,winflo,snemab,3290
winter,winflo,snemab,3450
winter,winflo,snemab,3460
winter,winflo,snemab,3560
fall,winska,unit,1010
fall,winska,unit,1020
fall,winska,unit,1030
fall,winska,unit,1040
fall,winska,unit,1050
fall,winska,unit,1060
fall,winska,unit,1070
fall,winska,unit,1080
fall,winska,unit,1090
fall,winska,unit,1100
fall,winska,unit,1110
fall,winska,unit,1120
fall,winska,unit,1130
fall,winska,unit,1140
fall,winska,unit,1150
fall,winska,unit,1160
fall,winska,unit,1170
fall,winska,unit,1180
fall,winska,unit,1190
fall,winska,unit,1200
fall,winska,unit,1210
fall,winska,unit,1220
fall,winska,unit,1230
fall,winska,unit,1240
fall,winska,unit,1250
fall,winska,unit,1260
fall,winska,unit,1270
fall,winska,unit,1280
fall,winska,unit,1290
fall,winska,unit,1300
fall,winska,unit,1340
fall,winska,unit,1350
fall,winska,unit,1351
fall,winska,unit,1360
fall,winska,unit,1370
fall,winska,unit,1380
fall,winska,unit,1390
fall,winska,unit,1400
fall,winska,unit,1610
fall,winska,unit,1620
fall,winska,unit,1630
fall,winska,unit,1640
fall,winska,unit,1650
fall,winska,unit,1660
fall,winska,unit,1670
fall,winska,unit,1680
fall,winska,unit,1690
fall,winska,unit,1700
fall,winska,unit,1710
fall,winska,unit,1720
fall,winska,unit,1730
fall,winska,unit,1740
fall,winska,unit,1750
fall,winska,unit,1760
fall,witflo,unit,1220
fall,witflo,unit,1230
fall,witflo,unit,1240
fall,witflo,unit,1250
fall,witflo,unit,1260
fall,witflo,unit,1270
fall,witflo,unit,1280
fall,witflo,unit,1290
fall,witflo,unit,1300
fall,witflo,unit,1360
fall,witflo,unit,1370
fall,witflo,unit,1380
fall,witflo,unit,1390
fall,witflo,unit,1400
spring,witflo,unit,1220
spring,witflo,unit,1230
spring,witflo,unit,1240
spring,witflo,unit,1250
spring,witflo,unit,1260
spring,witflo,unit,1270
spring,witflo,unit,1280
spring,witflo,unit,1290
spring,witflo,unit,1300
spring,witflo,unit,1360
spring,witflo,unit,1370
spring,witflo,unit,1380
spring,witflo,unit,1390
spring,witflo,unit,1400
fall,yelflo,snemab,1010
fall,yelflo,snemab,1020
fall,yelflo,snemab,1050
fall,yelflo,snemab,1060
fall,yelflo,snemab,1090
fall,yelflo,snemab,1100
fall,yelflo,gbk,1130
fall,yelflo,gbk,1140
fall,yelflo,gbk,1150
fall,yelflo,gbk,1160
fall,yelflo,gbk,1170
fall,yelflo,gbk,1180
fall,yelflo,gbk,1190
fall,yelflo,gbk,1200
fall,yelflo,gbk,1210
fall,yelflo,ccgom,1250
fall,yelflo,ccgom,1260
fall,yelflo,ccgom,1390
fall,yelflo,ccgom,1400
fall,yelflo,ccgom,3560
fall,yelflo,ccgom,3570
fall,yelflo,ccgom,3590
fall,yelflo,ccgom,3600
fall,yelflo,ccgom,3610
fall,yelflo,ccgom,3620
fall,yelflo,ccgom,3640
fall,yelflo,ccgom,3650
fall,yelflo,ccgom,3660
spring,yelflo,snemab,1010
spring,yelflo,snemab,1020
spring,yelflo,snemab,1050
spring,yelflo,snemab,1060
spring,yelflo,snemab,1090
spring,yelflo,snemab,1100
spring,yelflo,gbk,1130
spring,yelflo,gbk,1140
spring,yelflo,gbk,1150
spring,yelflo,gbk,1160
spring,yelflo,gbk,1170
spring,yelflo,gbk,1180
spring,yelflo,gbk,1190
spring,yelflo,gbk,1200
spring,yelflo,gbk,1210
spring,yelflo,ccgom,1250
spring,yelflo,ccgom,1260
spring,yelflo,ccgom,1270
spring,yelflo,ccgom,1390
spring,yelflo,ccgom,1400
spring,yelflo,snemab,1690
spring,yelflo,snemab,1730
spring,yelflo,snemab,1740
spring,yelflo,ccgom,3560
spring,yelflo,ccgom,3570
spring,yelflo,ccgom,3590
spring,yelflo,ccgom,3600
spring,yelflo,ccgom,3610
spring,yelflo,ccgom,3620
spring,yelflo,ccgom,3640
spring,yelflo,ccgom,3650
spring,yelflo,ccgom,3660
winter,yelflo,snemab,1010
winter,yelflo,snemab,1020
winter,yelflo,snemab,1050
winter,yelflo,snemab,1060
winter,yelflo,snemab,1090
winter,yelflo,snemab,1100
winter,yelflo,snemab,1690
winter,yelflo,snemab,1730
winter,yelflo,snemab,1740
spring,amlobs,gbk,1240
spring,amlobs,gbk,1220
spring,amlobs,gbk,1210
spring,amlobs,gbk,1200
spring,amlobs,gbk,1180
spring,amlobs,gbk,1170
spring,amlobs,gbk,1160
spring,amlobs,gbk,1190
spring,amlobs,gbk,1230
spring,amlobs,gbk,1250
spring,amlobs,gbk,1090
spring,amlobs,gbk,1130
spring,amlobs,gbk,1100
spring,amlobs,gbk,1140
spring,amlobs,gbk,1150
spring,amlobs,gbk,1110
spring,amlobs,gbk,1120
fall,amlobs,gbk,1240
fall,amlobs,gbk,1220
fall,amlobs,gbk,1210
fall,amlobs,gbk,1200
fall,amlobs,gbk,1180
fall,amlobs,gbk,1170
fall,amlobs,gbk,1160
fall,amlobs,gbk,1190
fall,amlobs,gbk,1230
fall,amlobs,gbk,1250
fall,amlobs,gbk,1090
fall,amlobs,gbk,1130
fall,amlobs,gbk,1100
fall,amlobs,gbk,1140
fall,amlobs,gbk,1150
fall,amlobs,gbk,1110
fall,amlobs,gbk,1120
spring,amlobs,gom,1360
spring,amlobs,gom,1400
spring,amlobs,gom,1270
spring,amlobs,gom,1260
spring,amlobs,gom,1280
spring,amlobs,gom,3660
spring,amlobs,gom,3650
spring,amlobs,gom,1290
spring,amlobs,gom,1300
spring,amlobs,gom,3610
spring,amlobs,gom,3590
spring,amlobs,gom,3600
spring,amlobs,gom,1390
spring,amlobs,gom,1351
spring,amlobs,gom,1380
spring,amlobs,gom,1340
spring,amlobs,gom,1370
spring,amlobs,gom,3560
spring,amlobs,gom,3640
fall,amlobs,gom,1360
fall,amlobs,gom,1400
fall,amlobs,gom,1270
fall,amlobs,gom,1260
fall,amlobs,gom,1280
fall,amlobs,gom,3660
fall,amlobs,gom,3650
fall,amlobs,gom,1290
fall,amlobs,gom,1300
fall,amlobs,gom,3610
fall,amlobs,gom,3590
fall,amlobs,gom,3600
fall,amlobs,gom,1390
fall,amlobs,gom,1351
fall,amlobs,gom,1380
fall,amlobs,gom,1340
fall,amlobs,gom,1370
fall,amlobs,gom,3560
fall,amlobs,gom,3640
spring,amlobs,sne,3921
spring,amlobs,sne,3919
spring,amlobs,sne,3510
spring,amlobs,sne,3918
spring,amlobs,sne,3550
spring,amlobs,sne,3520
spring,amlobs,sne,3540
spring,amlobs,sne,3480
spring,amlobs,sne,3450
spring,amlobs,sne,3460
spring,amlobs,sne,1050
spring,amlobs,sne,1060
spring,amlobs,sne,1010
spring,amlobs,sne,1020
spring,amlobs,sne,1070
spring,amlobs,sne,1080
spring,amlobs,sne,1730
spring,amlobs,sne,1030
spring,amlobs,sne,1040
spring,amlobs,sne,1740
spring,amlobs,sne,1750
spring,amlobs,sne,1760
spring,amlobs,sne,1690
spring,amlobs,sne,1700
spring,amlobs,sne,1710
spring,amlobs,sne,1720
spring,amlobs,sne,1650
spring,amlobs,sne,1660
spring,amlobs,sne,1670
spring,amlobs,sne,1680
spring,amlobs,sne,1610
spring,amlobs,sne,1620
spring,amlobs,sne,1630
spring,amlobs,sne,1640
spring,amlobs,sne,3020
spring,amlobs,sne,3050
spring,amlobs,sne,3080
spring,amlobs,sne,3110
spring,amlobs,sne,3140
spring,amlobs,sne,3170
spring,amlobs,sne,3200
spring,amlobs,sne,3230
spring,amlobs,sne,3260
spring,amlobs,sne,3290
spring,amlobs,sne,3320
spring,amlobs,sne,3350
spring,amlobs,sne,3380
spring,amlobs,sne,3410
spring,amlobs,sne,3440
fall,amlobs,sne,3921
fall,amlobs,sne,3919
fall,amlobs,sne,3510
fall,amlobs,sne,3918
fall,amlobs,sne,3550
fall,amlobs,sne,3520
fall,amlobs,sne,3540
fall,amlobs,sne,3480
fall,amlobs,sne,3450
fall,amlobs,sne,3460
fall,amlobs,sne,1050
fall,amlobs,sne,1060
fall,amlobs,sne,1010
fall,amlobs,sne,1020
fall,amlobs,sne,1070
fall,amlobs,sne,1080
fall,amlobs,sne,1730
fall,amlobs,sne,1030
fall,amlobs,sne,1040
fall,amlobs,sne,1740
fall,amlobs,sne,1750
fall,amlobs,sne,1760
fall,amlobs,sne,1690
fall,amlobs,sne,1700
fall,amlobs,sne,1710
fall,amlobs,sne,1720
fall,amlobs,sne,1650
fall,amlobs,sne,1660
fall,amlobs,sne,1670
fall,amlobs,sne,1680
fall,amlobs,sne,1610
fall,amlobs,sne,1620
fall,amlobs,sne,1630
fall,amlobs,sne,1640
fall,amlobs,sne,3020
fall,amlobs,sne,3050
fall,amlobs,sne,3080
fall,amlobs,sne,3110
fall,amlobs,sne,3140
fall,amlobs,sne,3170
fall,amlobs,sne,3200
fall,amlobs,sne,3230
fall,amlobs,sne,3260
fall,amlobs,sne,3290
fall,amlobs,sne,3320
fall,amlobs,sne,3350
fall,amlobs,sne,3380
fall,amlobs,sne,3410
fall,amlobs,sne,3440
spring,joncra,gbk,1240
spring,joncra,gbk,1220
spring,joncra,gbk,1210
spring,joncra,gbk,1200
spring,joncra,gbk,1180
spring,joncra,gbk,1170
spring,joncra,gbk,1160
spring,joncra,gbk,1190
spring,joncra,gbk,1230
spring,joncra,gbk,1250
spring,joncra,gbk,1090
spring,joncra,gbk,1130
spring,joncra,gbk,1100
spring,joncra,gbk,1140
spring,joncra,gbk,1150
spring,joncra,gbk,1110
spring,joncra,gbk,1120
fall,joncra,gbk,1240
fall,joncra,gbk,1220
fall,joncra,gbk,1210
fall,joncra,gbk,1200
fall,joncra,gbk,1180
fall,joncra,gbk,1170
fall,joncra,gbk,1160
fall,joncra,gbk,1190
fall,joncra,gbk,1230
fall,joncra,gbk,1250
fall,joncra,gbk,1090
fall,joncra,gbk,1130
fall,joncra,gbk,1100
fall,joncra,gbk,1140
fall,joncra,gbk,1150
fall,joncra,gbk,1110
fall,joncra,gbk,1120
spring,joncra,gom,1360
spring,joncra,gom,1400
spring,joncra,gom,1270
spring,joncra,gom,1260
spring,joncra,gom,1280
spring,joncra,gom,3660
spring,joncra,gom,3650
spring,joncra,gom,1290
spring,joncra,gom,1300
spring,joncra,gom,3610
spring,joncra,gom,3590
spring,joncra,gom,3600
spring,joncra,gom,1390
spring,joncra,gom,1351
spring,joncra,gom,1380
spring,joncra,gom,1340
spring,joncra,gom,1370
spring,joncra,gom,3560
spring,joncra,gom,3640
fall,joncra,gom,1360
fall,joncra,gom,1400
fall,joncra,gom,1270
fall,joncra,gom,1260
fall,joncra,gom,1280
fall,joncra,gom,3660
fall,joncra,gom,3650
fall,joncra,gom,1290
fall,joncra,gom,1300
fall,joncra,gom,3610
fall,joncra,gom,3590
fall,joncra,gom,3600
fall,joncra,gom,1390
fall,joncra,gom,1351
fall,joncra,gom,1380
fall,joncra,gom,1340
fall,joncra,gom,1370
fall,joncra,gom,3560
fall,joncra,gom,3640
spring,joncra,sne,3921
spring,joncra,sne,3919
spring,joncra,sne,3510
spring,joncra,sne,3918
spring,joncra,sne,3550
spring,joncra,sne,3520
spring,joncra,sne,3540
spring,joncra,sne,3480
spring,joncra,sne,3450
spring,joncra,sne,3460
spring,joncra,sne,1050
spring,joncra,sne,1060
spring,joncra,sne,1010
spring,joncra,sne,1020
spring,joncra,sne,1070
spring,joncra,sne,1080
spring,joncra,sne,1730
spring,joncra,sne,1030
spring,joncra,sne,1040
spring,joncra,sne,1740
spring,joncra,sne,1750
spring,joncra,sne,1760
spring,joncra,sne,1690
spring,joncra,sne,1700
spring,joncra,sne,1710
spring,joncra,sne,1720
spring,joncra,sne,1650
spring,joncra,sne,1660
spring,joncra,sne,1670
spring,joncra,sne,1680
spring,joncra,sne,1610
spring,joncra,sne,1620
spring,joncra,sne,1630
spring,joncra,sne,1640
spring,joncra,sne,3020
spring,joncra,sne,3050
spring,joncra,sne,3080
spring,joncra,sne,3110
spring,joncra,sne,3140
spring,joncra,sne,3170
spring,joncra,sne,3200
spring,joncra,sne,3230
spring,joncra,sne,3260
spring,joncra,sne,3290
spring,joncra,sne,3320
spring,joncra,sne,3350
spring,joncra,sne,3380
spring,joncra,sne,3410
spring,joncra,sne,3440
fall,joncra,sne,3921
fall,joncra,sne,3919
fall,joncra,sne,3510
fall,joncra,sne,3918
fall,joncra,sne,3550
fall,joncra,sne,3520
fall,joncra,sne,3540
fall,joncra,sne,3480
fall,joncra,sne,3450
fall,joncra,sne,3460
fall,joncra,sne,1050
fall,joncra,sne,1060
fall,joncra,sne,1010
fall,joncra,sne,1020
fall,joncra,sne,1070
fall,joncra,sne,1080
fall,joncra,sne,1730
fall,joncra,sne,1030
fall,joncra,sne,1040
fall,joncra,sne,1740
fall,joncra,sne,1750
fall,joncra,sne,1760
fall,joncra,sne,1690
fall,joncra,sne,1700
fall,joncra,sne,1710
fall,joncra,sne,1720
fall,joncra,sne,1650
fall,joncra,sne,1660
fall,joncra,sne,1670
fall,joncra,sne,1680
fall,joncra,sne,1610
fall,joncra,sne,1620
fall,joncra,sne,1630
fall,joncra,sne,1640
fall,joncra,sne,3020
fall,joncra,sne,3050
fall,joncra,sne,3080
fall,joncra,sne,3110
fall,joncra,sne,3140
fall,joncra,sne,3170
fall,joncra,sne,3200
fall,joncra,sne,3230
fall,joncra,sne,3260
fall,joncra,sne,3290
fall,joncra,sne,3320
fall,joncra,sne,3350
fall,joncra,sne,3380
fall,joncra,sne,3410
fall,joncra,sne,3440
