season,threshold,year,species code,value
fall,0.25,2015,rosska,34392.4124
fall,0.25,2016,rosska,35547.27908
fall,0.25,2017,rosska,35656.7216
fall,0.25,2018,rosska,34146.83168
fall,0.25,1976,rtstig,8642.775261
fall,0.25,1977,rtstig,4618.11457
fall,0.25,1978,rtstig,5007.483403
fall,0.25,1979,rtstig,5495.559724
fall,0.25,1980,rtstig,6679.979385
fall,0.25,1981,rtstig,8058.374296
fall,0.25,1982,rtstig,7476.451411
fall,0.25,1983,rtstig,8057.055475
fall,0.25,1984,rtstig,5793.290342
fall,0.25,1985,rtstig,9050.592043
fall,0.25,1986,rtstig,6681.206777
fall,0.25,1987,rtstig,5793.602659
fall,0.25,1988,rtstig,5701.962065
fall,0.25,1989,rtstig,6199.176276
fall,0.25,1990,rtstig,7185.411216
fall,0.25,1991,rtstig,10639.8831
fall,0.25,1992,rtstig,6982.582361
fall,0.25,1993,rtstig,5882.934714
fall,0.25,1994,rtstig,7660.126911
fall,0.25,1995,rtstig,10853.29355
fall,0.25,1996,rtstig,6273.926391
fall,0.25,1997,rtstig,8059.037791
fall,0.25,1998,rtstig,8255.175288
fall,0.25,1999,rtstig,9203.661729
fall,0.25,2000,rtstig,8246.550422
fall,0.25,2001,rtstig,5649.94869
fall,0.25,2002,rtstig,10467.52866
fall,0.25,2003,rtstig,9978.002188
fall,0.25,2004,rtstig,9552.390821
fall,0.25,2005,rtstig,8297.56811
fall,0.25,2006,rtstig,10566.79962
fall,0.25,2007,rtstig,8988.762093
fall,0.25,2008,rtstig,10861.35137
fall,0.25,2009,rtstig,10444.6086
fall,0.25,2010,rtstig,7843.903802
fall,0.25,2011,rtstig,6542.033747
fall,0.25,2012,rtstig,7441.13222
fall,0.25,2013,rtstig,5560.506902
fall,0.25,2014,rtstig,11627.67166
fall,0.25,2015,rtstig,9428.403037
fall,0.25,2016,rtstig,11143.9442
fall,0.25,2017,rtstig,8915.973033
fall,0.25,2018,rtstig,7025.348597
fall,0.25,1976,sandla,79382.30662
fall,0.25,1977,sandla,79382.30662
fall,0.25,1978,sandla,79382.30662
fall,0.25,1979,sandla,79382.30662
fall,0.25,1980,sandla,79382.30662
fall,0.25,1981,sandla,79382.30662
fall,0.25,1982,sandla,79382.30662
fall,0.25,1983,sandla,79382.30662
fall,0.25,1984,sandla,79382.30662
fall,0.25,1985,sandla,79382.30662
fall,0.25,1986,sandla,79382.30662
fall,0.25,1987,sandla,79382.30662
fall,0.25,1988,sandla,79382.30662
fall,0.25,1989,sandla,79382.30662
fall,0.25,1990,sandla,79382.30662
fall,0.25,1991,sandla,79382.30662
fall,0.25,1992,sandla,79382.30662
fall,0.25,1993,sandla,79382.30662
fall,0.25,1994,sandla,79382.30662
fall,0.25,1995,sandla,79382.30662
fall,0.25,1996,sandla,79382.30662
fall,0.25,1997,sandla,79382.30662
fall,0.25,1998,sandla,79382.30662
fall,0.25,1999,sandla,79382.30662
fall,0.25,2000,sandla,79382.30662
fall,0.25,2001,sandla,79382.30662
fall,0.25,2002,sandla,79382.30662
fall,0.25,2003,sandla,79382.30662
fall,0.25,2004,sandla,79382.30662
fall,0.25,2005,sandla,79382.30662
fall,0.25,2006,sandla,79382.30662
fall,0.25,2007,sandla,79382.30662
fall,0.25,2008,sandla,79382.30662
fall,0.25,2009,sandla,79382.30662
fall,0.25,2010,sandla,79382.30662
fall,0.25,2011,sandla,79382.30662
fall,0.25,2012,sandla,79382.30662
fall,0.25,2013,sandla,79382.30662
fall,0.25,2014,sandla,79382.30662
fall,0.25,2015,sandla,79382.30662
fall,0.25,2016,sandla,79382.30662
fall,0.25,2017,sandla,79382.30662
fall,0.25,2018,sandla,79382.30662
fall,0.25,1976,scupzz,118202.6443
fall,0.25,1977,scupzz,84114.21635
fall,0.25,1978,scupzz,75929.66125
fall,0.25,1979,scupzz,78005.25395
fall,0.25,1980,scupzz,77162.83937
fall,0.25,1981,scupzz,84600.64463
fall,0.25,1982,scupzz,79444.68146
fall,0.25,1983,scupzz,81018.16684
fall,0.25,1984,scupzz,81667.53609
fall,0.25,1985,scupzz,86130.67495
fall,0.25,1986,scupzz,80535.585
fall,0.25,1987,scupzz,75820.56035
fall,0.25,1988,scupzz,79512.79109
fall,0.25,1989,scupzz,86510.71562
fall,0.25,1990,scupzz,86610.89621
fall,0.25,1991,scupzz,72477.80653
fall,0.25,1992,scupzz,68643.17027
fall,0.25,1993,scupzz,62744.11945
fall,0.25,1994,scupzz,71868.59127
fall,0.25,1995,scupzz,76680.32863
fall,0.25,1996,scupzz,69388.53927
fall,0.25,1997,scupzz,72690.72611
fall,0.25,1998,scupzz,70102.05367
fall,0.25,1999,scupzz,81491.67927
fall,0.25,2000,scupzz,81975.28603
fall,0.25,2001,scupzz,78179.07472
fall,0.25,2002,scupzz,79943.98928
fall,0.25,2003,scupzz,78302.63709
fall,0.25,2004,scupzz,78029.06113
fall,0.25,2005,scupzz,74219.42424
fall,0.25,2006,scupzz,81173.92669
fall,0.25,2007,scupzz,76516.03578
fall,0.25,2008,scupzz,83291.12125
fall,0.25,2009,scupzz,85273.72301
fall,0.25,2010,scupzz,80074.01578
fall,0.25,2011,scupzz,80373.37057
fall,0.25,2012,scupzz,83453.69968
fall,0.25,2013,scupzz,79699.91595
fall,0.25,2014,scupzz,92186.44512
fall,0.25,2015,scupzz,84642.01541
fall,0.25,2016,scupzz,96617.44313
fall,0.25,2017,scupzz,95563.98147
fall,0.25,2018,scupzz,88260.6239
fall,0.25,1976,sealam,0
fall,0.25,1977,sealam,0
fall,0.25,1978,sealam,0
fall,0.25,1979,sealam,0
fall,0.25,1980,sealam,0
fall,0.25,1981,sealam,0
fall,0.25,1982,sealam,0
fall,0.25,1983,sealam,0
fall,0.25,1984,sealam,0
fall,0.25,1985,sealam,0
fall,0.25,1986,sealam,0
fall,0.25,1987,sealam,0
fall,0.25,1988,sealam,0
fall,0.25,1989,sealam,0
fall,0.25,1990,sealam,0
fall,0.25,1991,sealam,0
fall,0.25,1992,sealam,0
fall,0.25,1993,sealam,0
fall,0.25,1994,sealam,0
fall,0.25,1995,sealam,0
fall,0.25,1996,sealam,0
fall,0.25,1997,sealam,0
fall,0.25,1998,sealam,0
fall,0.25,1999,sealam,0
fall,0.25,2000,sealam,0
fall,0.25,2001,sealam,0
fall,0.25,2002,sealam,0
fall,0.25,2003,sealam,0
fall,0.25,2004,sealam,0
fall,0.25,2005,sealam,0
fall,0.25,2006,sealam,0
fall,0.25,2007,sealam,0
fall,0.25,2008,sealam,0
fall,0.25,2009,sealam,0
fall,0.25,2010,sealam,0
fall,0.25,2011,sealam,0
fall,0.25,2012,sealam,0
fall,0.25,2013,sealam,0
fall,0.25,2014,sealam,0
fall,0.25,2015,sealam,0
fall,0.25,2016,sealam,0
fall,0.25,2017,sealam,0
fall,0.25,2018,sealam,0
fall,0.25,1976,searav,136341.865
fall,0.25,1977,searav,136274.3975
fall,0.25,1978,searav,141546.7351
fall,0.25,1979,searav,138249.6542
fall,0.25,1980,searav,132811.0838
fall,0.25,1981,searav,138871.8681
fall,0.25,1982,searav,131383.5537
fall,0.25,1983,searav,131854.7942
fall,0.25,1984,searav,127587.1969
fall,0.25,1985,searav,127746.1613
fall,0.25,1986,searav,129835.1936
fall,0.25,1987,searav,140007.7368
fall,0.25,1988,searav,144412.6595
fall,0.25,1989,searav,137870.5276
fall,0.25,1990,searav,134712.8462
fall,0.25,1991,searav,141407.6227
fall,0.25,1992,searav,135677.6878
fall,0.25,1993,searav,138704.006
fall,0.25,1994,searav,133127.0127
fall,0.25,1995,searav,130254.1761
fall,0.25,1996,searav,143139.4341
fall,0.25,1997,searav,134813.8837
fall,0.25,1998,searav,142417.7498
fall,0.25,1999,searav,127540.9956
fall,0.25,2000,searav,131988.8288
fall,0.25,2001,searav,133824.8619
fall,0.25,2002,searav,127640.6059
fall,0.25,2003,searav,130380.024
fall,0.25,2004,searav,131909.0456
fall,0.25,2005,searav,129519.0877
fall,0.25,2006,searav,126004.81
fall,0.25,2007,searav,131642.163
fall,0.25,2008,searav,125371.0356
fall,0.25,2009,searav,125346.6278
fall,0.25,2010,searav,120729.1589
fall,0.25,2011,searav,120067.7993
fall,0.25,2012,searav,118665.3493
fall,0.25,2013,searav,124290.9457
fall,0.25,2014,searav,119369.5029
fall,0.25,2015,searav,122565.8521
fall,0.25,2016,searav,116993.8526
fall,0.25,2017,searav,122307.5964
fall,0.25,2018,searav,117979.9924
fall,0.25,1976,seasca,160677.395
fall,0.25,1977,seasca,154022.6237
fall,0.25,1978,seasca,164190.0232
fall,0.25,1979,seasca,162241.1686
fall,0.25,1980,seasca,167966.3588
fall,0.25,1981,seasca,175528.136
fall,0.25,1982,seasca,177548.2003
fall,0.25,1983,seasca,180023.2752
fall,0.25,1984,seasca,182530.0751
fall,0.25,1985,seasca,180613.0313
fall,0.25,1986,seasca,181036.8927
fall,0.25,1987,seasca,179254.066
fall,0.25,1988,seasca,180936.9117
fall,0.25,1989,seasca,171187.3572
fall,0.25,1990,seasca,169426.6421
fall,0.25,1991,seasca,193047.3714
fall,0.25,1992,seasca,196970.7594
fall,0.25,1993,seasca,199994.7207
fall,0.25,1994,seasca,199058.7037
fall,0.25,1995,seasca,194135.0916
fall,0.25,1996,seasca,180307.2221
fall,0.25,1997,seasca,182322.1403
fall,0.25,1998,seasca,200536.0387
fall,0.25,1999,seasca,207279.0774
fall,0.25,2000,seasca,209658.9878
fall,0.25,2001,seasca,212780.7033
fall,0.25,2002,seasca,212656.3285
fall,0.25,2003,seasca,208707.5878
fall,0.25,2004,seasca,209267.202
fall,0.25,2005,seasca,210812.3697
fall,0.25,2006,seasca,211520.8882
fall,0.25,2007,seasca,214817.1404
fall,0.25,2008,seasca,213174.4373
fall,0.25,2009,seasca,212873.8304
fall,0.25,2010,seasca,220063.3259
fall,0.25,2011,seasca,220813.9291
fall,0.25,2012,seasca,220610.2742
fall,0.25,2013,seasca,224744.6283
fall,0.25,2014,seasca,227035.5943
fall,0.25,2015,seasca,222574.006
fall,0.25,2016,seasca,222295.1173
fall,0.25,2017,seasca,224483.0253
fall,0.25,2018,seasca,224802.5074
fall,0.25,1976,shanny,177.9652064
fall,0.25,1977,shanny,177.9652064
fall,0.25,1978,shanny,177.9652064
fall,0.25,1979,shanny,177.9652064
fall,0.25,1980,shanny,269.5768318
fall,0.25,1981,shanny,177.9652064
fall,0.25,1982,shanny,177.9652064
fall,0.25,1983,shanny,177.9652064
fall,0.25,1984,shanny,269.5768318
fall,0.25,1985,shanny,269.5768318
fall,0.25,1986,shanny,269.5768318
fall,0.25,1987,shanny,269.5768318
fall,0.25,1988,shanny,269.5768318
fall,0.25,1989,shanny,269.5768318
fall,0.25,1990,shanny,177.9652064
fall,0.25,1991,shanny,180.0005784
fall,0.25,1992,shanny,180.0005784
fall,0.25,1993,shanny,269.5768318
fall,0.25,1994,shanny,269.5768318
fall,0.25,1995,shanny,269.5768318
fall,0.25,1996,shanny,177.9652064
fall,0.25,1997,shanny,269.5768318
fall,0.25,1998,shanny,269.5768318
fall,0.25,1999,shanny,269.5768318
fall,0.25,2000,shanny,269.5768318
fall,0.25,2001,shanny,360.0320447
fall,0.25,2002,shanny,811.7168506
fall,0.25,2003,shanny,1083.082212
fall,0.25,2004,shanny,631.0983074
fall,0.25,2005,shanny,629.9374407
fall,0.25,2006,shanny,269.5768318
fall,0.25,2007,shanny,269.5768318
fall,0.25,2008,shanny,269.5768318
fall,0.25,2009,shanny,269.5768318
fall,0.25,2010,shanny,269.5768318
fall,0.25,2011,shanny,269.5768318
fall,0.25,2012,shanny,180.0005784
fall,0.25,2013,shanny,180.0005784
fall,0.25,2014,shanny,180.0005784
fall,0.25,2015,shanny,269.5768318
fall,0.25,2016,shanny,180.0005784
fall,0.25,2017,shanny,88.38895299
fall,0.25,2018,shanny,180.0005784
fall,0.25,1976,shortp,16574.02137
fall,0.25,1977,shortp,10026.52182
fall,0.25,1978,shortp,11473.75706
fall,0.25,1979,shortp,10360.75162
fall,0.25,1980,shortp,13412.16726
fall,0.25,1981,shortp,15983.41777
fall,0.25,1982,shortp,18400.28059
fall,0.25,1983,shortp,19275.30933
fall,0.25,1984,shortp,20722.53994
fall,0.25,1985,shortp,20051.18611
fall,0.25,1986,shortp,19568.73656
fall,0.25,1987,shortp,21607.83397
fall,0.25,1988,shortp,23024.70335
fall,0.25,1989,shortp,21485.01729
fall,0.25,1990,shortp,19510.84226
fall,0.25,1991,shortp,15766.30481
fall,0.25,1992,shortp,21442.50233
fall,0.25,1993,shortp,22378.2854
fall,0.25,1994,shortp,21650.82114
fall,0.25,1995,shortp,23541.11116
fall,0.25,1996,shortp,24855.81875
fall,0.25,1997,shortp,24671.81904
fall,0.25,1998,shortp,25508.30161
fall,0.25,1999,shortp,26447.8427
fall,0.25,2000,shortp,26616.45843
fall,0.25,2001,shortp,27371.3934
fall,0.25,2002,shortp,27297.59215
fall,0.25,2003,shortp,27685.68459
fall,0.25,2004,shortp,27600.3844
fall,0.25,2005,shortp,27702.14482
fall,0.25,2006,shortp,28281.57225
fall,0.25,2007,shortp,29488.39859
fall,0.25,2008,shortp,31517.61439
fall,0.25,2009,shortp,31631.66438
fall,0.25,2010,shortp,33105.51111
fall,0.25,2011,shortp,29937.55731
fall,0.25,2012,shortp,30027.41154
fall,0.25,2013,shortp,29567.37224
fall,0.25,2014,shortp,29475.0664
fall,0.25,2015,shortp,29374.19258
fall,0.25,2016,shortp,31407.52474
fall,0.25,2017,shortp,29387.13201
fall,0.25,2018,shortp,30596.91882
fall,0.25,1976,shtsqd,238409.9857
fall,0.25,1977,shtsqd,238040.875
fall,0.25,1978,shtsqd,236549.0608
fall,0.25,1979,shtsqd,235816.9879
fall,0.25,1980,shtsqd,233824.1756
fall,0.25,1981,shtsqd,231721.9549
fall,0.25,1982,shtsqd,231051.4528
fall,0.25,1983,shtsqd,230182.5639
fall,0.25,1984,shtsqd,228425.5158
fall,0.25,1985,shtsqd,225678.2464
fall,0.25,1986,shtsqd,226926.831
fall,0.25,1987,shtsqd,228685.3998
fall,0.25,1988,shtsqd,230316.447
fall,0.25,1989,shtsqd,233797.8624
fall,0.25,1990,shtsqd,231995.7145
fall,0.25,1991,shtsqd,230440.2294
fall,0.25,1992,shtsqd,226985.8119
fall,0.25,1993,shtsqd,226750.9856
fall,0.25,1994,shtsqd,224524.3244
fall,0.25,1995,shtsqd,222881.6583
fall,0.25,1996,shtsqd,226668.2375
fall,0.25,1997,shtsqd,224507.2837
fall,0.25,1998,shtsqd,222828.1285
fall,0.25,1999,shtsqd,218855.7917
fall,0.25,2000,shtsqd,219330.3866
fall,0.25,2001,shtsqd,220462.5209
fall,0.25,2002,shtsqd,219482.3394
fall,0.25,2003,shtsqd,222101.5034
fall,0.25,2004,shtsqd,222534.6584
fall,0.25,2005,shtsqd,224576.0788
fall,0.25,2006,shtsqd,222109.7747
fall,0.25,2007,shtsqd,224299.1457
fall,0.25,2008,shtsqd,221740.4854
fall,0.25,2009,shtsqd,221363.8203
fall,0.25,2010,shtsqd,220810.8141
fall,0.25,2011,shtsqd,220200.1124
fall,0.25,2012,shtsqd,218989.85
fall,0.25,2013,shtsqd,220111.1711
fall,0.25,2014,shtsqd,217974.175
fall,0.25,2015,shtsqd,220340.4255
fall,0.25,2016,shtsqd,217922.0984
fall,0.25,2017,shtsqd,220156.0957
fall,0.25,2018,shtsqd,220591.0428
fall,0.25,1976,silhak,261072.8381
fall,0.25,1977,silhak,260468.9175
fall,0.25,1978,silhak,254922.5316
fall,0.25,1979,silhak,253566.8841
fall,0.25,1980,silhak,251889.9637
fall,0.25,1981,silhak,253632.2179
fall,0.25,1982,silhak,256487.7368
fall,0.25,1983,silhak,255452.3633
fall,0.25,1984,silhak,254960.6391
fall,0.25,1985,silhak,254735.9705
fall,0.25,1986,silhak,255900.4316
fall,0.25,1987,silhak,256596.7545
fall,0.25,1988,silhak,261209.4003
fall,0.25,1989,silhak,256551.5259
fall,0.25,1990,silhak,250609.4551
fall,0.25,1991,silhak,246612.6787
fall,0.25,1992,silhak,253070.1445
fall,0.25,1993,silhak,256668.947
fall,0.25,1994,silhak,254558.1088
fall,0.25,1995,silhak,254347.4837
fall,0.25,1996,silhak,255377.5599
fall,0.25,1997,silhak,252965.2076
fall,0.25,1998,silhak,255346.1251
fall,0.25,1999,silhak,252879.377
fall,0.25,2000,silhak,253296.5605
fall,0.25,2001,silhak,258756.6545
fall,0.25,2002,silhak,260352.0215
fall,0.25,2003,silhak,261331.1774
fall,0.25,2004,silhak,264137.5983
fall,0.25,2005,silhak,265411.1705
fall,0.25,2006,silhak,264325.5043
fall,0.25,2007,silhak,263088.6836
fall,0.25,2008,silhak,262517.5712
fall,0.25,2009,silhak,262611.7837
fall,0.25,2010,silhak,265910.8009
fall,0.25,2011,silhak,265428.6333
fall,0.25,2012,silhak,263185.6058
fall,0.25,2013,silhak,265796.726
fall,0.25,2014,silhak,261630.3718
fall,0.25,2015,silhak,260481.2732
fall,0.25,2016,silhak,259133.2997
fall,0.25,2017,silhak,261933.3684
fall,0.25,2018,silhak,260452.3504
fall,0.25,1976,smaflo,195.6812264
fall,0.25,1977,smaflo,97.64524958
fall,0.25,1978,smaflo,194.4929725
fall,0.25,1979,smaflo,292.1382221
fall,0.25,1980,smaflo,292.1382221
fall,0.25,1981,smaflo,389.1262966
fall,0.25,1982,smaflo,389.1262966
fall,0.25,1983,smaflo,1174.90931
fall,0.25,1984,smaflo,1752.123041
fall,0.25,1985,smaflo,872.2632838
fall,0.25,1986,smaflo,772.1556645
fall,0.25,1987,smaflo,580.7161426
fall,0.25,1988,smaflo,385.7302368
fall,0.25,1989,smaflo,582.0355697
fall,0.25,1990,smaflo,96.45699573
fall,0.25,1991,smaflo,96.45699573
fall,0.25,1992,smaflo,93.59201477
fall,0.25,1993,smaflo,386.2231701
fall,0.25,1994,smaflo,674.0240444
fall,0.25,1995,smaflo,675.4130992
fall,0.25,1996,smaflo,291.6024249
fall,0.25,1997,smaflo,195.6812264
fall,0.25,1998,smaflo,195.6812264
fall,0.25,1999,smaflo,191.2372643
fall,0.25,2000,smaflo,579.8014534
fall,0.25,2001,smaflo,965.465924
fall,0.25,2002,smaflo,1153.933134
fall,0.25,2003,smaflo,1741.201775
fall,0.25,2004,smaflo,1544.508371
fall,0.25,2005,smaflo,2323.721507
fall,0.25,2006,smaflo,2029.697098
fall,0.25,2007,smaflo,2222.416591
fall,0.25,2008,smaflo,1157.517388
fall,0.25,2009,smaflo,1349.916136
fall,0.25,2010,smaflo,1552.162164
fall,0.25,2011,smaflo,874.2352529
fall,0.25,2012,smaflo,1358.825438
fall,0.25,2013,smaflo,1356.218784
fall,0.25,2014,smaflo,1549.851486
fall,0.25,2015,smaflo,1540.116224
fall,0.25,2016,smaflo,1156.115389
fall,0.25,2017,smaflo,778.1537383
fall,0.25,2018,smaflo,291.0619347
fall,0.25,1976,smodog,47746.93822
fall,0.25,1977,smodog,43666.89027
fall,0.25,1978,smodog,42914.1024
fall,0.25,1979,smodog,44704.26744
fall,0.25,1980,smodog,44868.74466
fall,0.25,1981,smodog,45427.96361
fall,0.25,1982,smodog,46139.76967
fall,0.25,1983,smodog,47324.99501
fall,0.25,1984,smodog,50915.85824
fall,0.25,1985,smodog,53070.63979
fall,0.25,1986,smodog,50352.51713
fall,0.25,1987,smodog,49577.98138
fall,0.25,1988,smodog,48245.79725
fall,0.25,1989,smodog,46709.72335
fall,0.25,1990,smodog,46105.46518
fall,0.25,1991,smodog,41130.23708
fall,0.25,1992,smodog,44875.92792
fall,0.25,1993,smodog,45438.1255
fall,0.25,1994,smodog,48085.22064
fall,0.25,1995,smodog,52493.75969
fall,0.25,1996,smodog,47082.01742
fall,0.25,1997,smodog,48912.87093
fall,0.25,1998,smodog,47286.50612
fall,0.25,1999,smodog,53740.63478
fall,0.25,2000,smodog,52705.55643
fall,0.25,2001,smodog,53665.40486
fall,0.25,2002,smodog,56941.83032
fall,0.25,2003,smodog,55439.37978
fall,0.25,2004,smodog,54975.15318
fall,0.25,2005,smodog,54400.80558
fall,0.25,2006,smodog,58361.19048
fall,0.25,2007,smodog,58860.41924
fall,0.25,2008,smodog,60235.4624
fall,0.25,2009,smodog,59938.02765
fall,0.25,2010,smodog,60243.90345
fall,0.25,2011,smodog,59688.25544
fall,0.25,2012,smodog,62159.74211
fall,0.25,2013,smodog,63293.21128
fall,0.25,2014,smodog,67411.65794
fall,0.25,2015,smodog,64712.63962
fall,0.25,2016,smodog,69288.06726
fall,0.25,2017,smodog,67589.56336
fall,0.25,2018,smodog,67448.40524
fall,0.25,1976,smoska,47262.08118
fall,0.25,1977,smoska,45169.45993
fall,0.25,1978,smoska,45808.30047
fall,0.25,1979,smoska,42715.98986
fall,0.25,1980,smoska,46886.03473
fall,0.25,1981,smoska,52853.16598
fall,0.25,1982,smoska,48924.45966
fall,0.25,1983,smoska,52953.60505
fall,0.25,1984,smoska,51029.77393
fall,0.25,1985,smoska,49422.9678
fall,0.25,1986,smoska,47192.08057
fall,0.25,1987,smoska,49726.51304
fall,0.25,1988,smoska,50191.46726
fall,0.25,1989,smoska,53318.06889
fall,0.25,1990,smoska,47258.23769
fall,0.25,1991,smoska,43394.69254
fall,0.25,1992,smoska,48755.70361
fall,0.25,1993,smoska,50311.06518
fall,0.25,1994,smoska,49233.45913
fall,0.25,1995,smoska,51600.13976
fall,0.25,1996,smoska,52382.61501
fall,0.25,1997,smoska,52905.50559
fall,0.25,1998,smoska,57576.90705
fall,0.25,1999,smoska,55033.59176
fall,0.25,2000,smoska,56068.32368
fall,0.25,2001,smoska,57771.52523
fall,0.25,2002,smoska,57690.74398
fall,0.25,2003,smoska,57408.98648
fall,0.25,2004,smoska,58746.93342
fall,0.25,2005,smoska,58939.80032
fall,0.25,2006,smoska,59126.52689
fall,0.25,2007,smoska,64888.71838
fall,0.25,2008,smoska,64312.90571
fall,0.25,2009,smoska,61465.1249
fall,0.25,2010,smoska,65341.35086
fall,0.25,2011,smoska,64809.8058
fall,0.25,2012,smoska,64693.95695
fall,0.25,2013,smoska,65239.3348
fall,0.25,2014,smoska,66468.08055
fall,0.25,2015,smoska,63570.64615
fall,0.25,2016,smoska,66159.6578
fall,0.25,2017,smoska,69899.88215
fall,0.25,2018,smoska,72188.77706
fall,0.25,1976,spicra,3269.327587
fall,0.25,1977,spicra,2871.477286
fall,0.25,1978,spicra,3853.668863
fall,0.25,1979,spicra,3662.718331
fall,0.25,1980,spicra,3182.425858
fall,0.25,1981,spicra,4225.845405
fall,0.25,1982,spicra,4523.379482
fall,0.25,1983,spicra,6277.837597
fall,0.25,1984,spicra,4548.725735
fall,0.25,1985,spicra,5119.875755
fall,0.25,1986,spicra,3543.416543
fall,0.25,1987,spicra,3834.183838
fall,0.25,1988,spicra,3249.037149
fall,0.25,1989,spicra,3648.670471
fall,0.25,1990,spicra,2587.506162
fall,0.25,1991,spicra,1721.123001
fall,0.25,1992,spicra,3512.881972
fall,0.25,1993,spicra,4294.418925
fall,0.25,1994,spicra,3818.743536
fall,0.25,1995,spicra,3645.272922
fall,0.25,1996,spicra,3251.427751
fall,0.25,1997,spicra,4307.010334
fall,0.25,1998,spicra,7810.95907
fall,0.25,1999,spicra,5993.903906
fall,0.25,2000,spicra,5689.646134
fall,0.25,2001,spicra,10274.82507
fall,0.25,2002,spicra,8738.723901
fall,0.25,2003,spicra,4596.959062
fall,0.25,2004,spicra,4856.133063
fall,0.25,2005,spicra,6038.884095
fall,0.25,2006,spicra,5076.331905
fall,0.25,2007,spicra,9899.005802
fall,0.25,2008,spicra,11356.07963
fall,0.25,2009,spicra,12053.14068
fall,0.25,2010,spicra,12822.94881
fall,0.25,2011,spicra,13487.06215
fall,0.25,2012,spicra,12422.37623
fall,0.25,2013,spicra,14151.84816
fall,0.25,2014,spicra,12221.3484
fall,0.25,2015,spicra,13582.43671
fall,0.25,2016,spicra,8463.592363
fall,0.25,2017,spicra,5790.857139
fall,0.25,2018,spicra,5278.844048
fall,0.25,1976,spidog,190981.0802
fall,0.25,1977,spidog,187611.7682
fall,0.25,1978,spidog,185532.5632
fall,0.25,1979,spidog,185466.5568
fall,0.25,1980,spidog,185470.6449
fall,0.25,1981,spidog,193329.6927
fall,0.25,1982,spidog,189864.1005
fall,0.25,1983,spidog,194138.4968
fall,0.25,1984,spidog,196568.7799
fall,0.25,1985,spidog,197222.0815
fall,0.25,1986,spidog,197893.6367
fall,0.25,1987,spidog,204393.2725
fall,0.25,1988,spidog,205435.2175
fall,0.25,1989,spidog,208047.8807
fall,0.25,1990,spidog,194050.004
fall,0.25,1991,spidog,190180.4306
fall,0.25,1992,spidog,203073.3699
fall,0.25,1993,spidog,205797.9214
fall,0.25,1994,spidog,209054.1935
fall,0.25,1995,spidog,218493.1804
fall,0.25,1996,spidog,217390.0168
fall,0.25,1997,spidog,218288.6672
fall,0.25,1998,spidog,219165.6516
fall,0.25,1999,spidog,217116.7322
fall,0.25,2000,spidog,215153.5717
fall,0.25,2001,spidog,217514.9125
fall,0.25,2002,spidog,216960.9919
fall,0.25,2003,spidog,222499.5599
fall,0.25,2004,spidog,223916.448
fall,0.25,2005,spidog,224462.2873
fall,0.25,2006,spidog,224654.7331
fall,0.25,2007,spidog,223466.9058
fall,0.25,2008,spidog,223987.6398
fall,0.25,2009,spidog,225197.7257
fall,0.25,2010,spidog,224110.2084
fall,0.25,2011,spidog,224605.3476
fall,0.25,2012,spidog,223953.6566
fall,0.25,2013,spidog,224689.2028
fall,0.25,2014,spidog,216604.3253
fall,0.25,2015,spidog,214743.178
fall,0.25,2016,spidog,217627.6646
fall,0.25,2017,spidog,218855.1512
fall,0.25,2018,spidog,217482.3436
fall,0.25,1976,spohak,109393.9926
fall,0.25,1977,spohak,108372.7949
fall,0.25,1978,spohak,108419.8376
fall,0.25,1979,spohak,116304.4434
fall,0.25,1980,spohak,118075.0692
fall,0.25,1981,spohak,122404.0011
fall,0.25,1982,spohak,124593.1308
fall,0.25,1983,spohak,125213.2963
fall,0.25,1984,spohak,136661.1989
fall,0.25,1985,spohak,140668.5273
fall,0.25,1986,spohak,137347.3869
fall,0.25,1987,spohak,135760.0335
fall,0.25,1988,spohak,135491.4463
fall,0.25,1989,spohak,121783.6421
fall,0.25,1990,spohak,124596.6882
fall,0.25,1991,spohak,123345.7815
fall,0.25,1992,spohak,136919.7545
fall,0.25,1993,spohak,136147.3415
fall,0.25,1994,spohak,140269.7519
fall,0.25,1995,spohak,141516.9937
fall,0.25,1996,spohak,137883.8616
fall,0.25,1997,spohak,141190.9957
fall,0.25,1998,spohak,142241.4575
fall,0.25,1999,spohak,146812.3008
fall,0.25,2000,spohak,146720.9762
fall,0.25,2001,spohak,150176.6936
fall,0.25,2002,spohak,146576.9049
fall,0.25,2003,spohak,146935.208
fall,0.25,2004,spohak,144681.3629
fall,0.25,2005,spohak,144363.2793
fall,0.25,2006,spohak,149975.2142
fall,0.25,2007,spohak,147167.8029
fall,0.25,2008,spohak,153715.5491
fall,0.25,2009,spohak,154110.6697
fall,0.25,2010,spohak,158758.1246
fall,0.25,2011,spohak,160851.2308
fall,0.25,2012,spohak,164577.3984
fall,0.25,2013,spohak,168075.9383
fall,0.25,2014,spohak,172685.7773
fall,0.25,2015,spohak,168650.3585
fall,0.25,2016,spohak,172829.1781
fall,0.25,2017,spohak,175915.3058
fall,0.25,2018,spohak,189505.7946
fall,0.25,1976,spotzz,23986.0813
fall,0.25,1977,spotzz,21804.25549
fall,0.25,1978,spotzz,19953.31251
fall,0.25,1979,spotzz,20256.70668
fall,0.25,1980,spotzz,20395.95755
fall,0.25,1981,spotzz,21802.41056
fall,0.25,1982,spotzz,21267.99356
fall,0.25,1983,spotzz,21089.96166
