"common_name","sci_name","cc_name","species_code","svspp","season","strat","stock"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1150","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1160","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1170","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1180","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1190","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1200","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1210","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1220","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1230","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1240","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1250","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1260","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1270","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1280","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1290","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1300","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1340","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1350","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1360","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1370","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1380","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1390","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1400","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1610","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1620","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1630","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1640","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1650","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1660","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1670","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1680","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1690","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1700","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1710","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1720","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1730","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1740","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1750","unit"
"spiny dogfish","Squalus acanthias","spiny-dogfish","spidog",15,"both","1760","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1010","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1020","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1030","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1040","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1050","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1060","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1070","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1080","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1090","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1100","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1110","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1120","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1130","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1140","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1150","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1160","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1170","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1180","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1190","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1200","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1210","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1220","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1230","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1240","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1250","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1260","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1270","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1280","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1290","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1300","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1340","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1350","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1360","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1370","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1380","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1390","unit"
"barndoor skate","Dipturus laevis","barndoor-skate","barska",22,"both","1400","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1010","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1020","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1030","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1040","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1050","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1060","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1070","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1080","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1090","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1100","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1110","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1120","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1130","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1140","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1150","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1160","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1170","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1180","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1190","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1200","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1210","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1220","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1230","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1240","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1250","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1260","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1270","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1280","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1290","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1300","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1340","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1350","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1360","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1370","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1380","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1390","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1400","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1610","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1620","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1630","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1640","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1650","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1660","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1670","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1680","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1690","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1700","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1710","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1720","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1730","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1740","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1750","unit"
"winter skate","Leucoraja ocellata","winter-skate","winska",23,"both","1760","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1610","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1620","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1630","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1640","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1650","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1660","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1670","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1680","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1690","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1700","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1710","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1720","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1730","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1740","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1750","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","1760","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3170","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3200","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3230","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3260","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3290","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3320","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3350","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3380","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3410","unit"
"clearnose skate","Raja eglanteria","clearnose-skate","cleska",24,"both","3440","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1610","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1620","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1630","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1640","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1650","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1660","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1670","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1680","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1690","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1700","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1710","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1720","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1730","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1740","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1750","unit"
"rosette skate","Leucoraja garmani","rosette-skate","rosska",25,"both","1760","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1010","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1020","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1030","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1040","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1050","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1060","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1070","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1080","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1090","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1100","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1110","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1120","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1130","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1140","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1150","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1160","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1170","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1180","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1190","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1200","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1210","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1220","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1230","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1240","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1250","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1260","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1270","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1280","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1290","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1300","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1340","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1350","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1360","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1370","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1380","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1390","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1400","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1610","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1620","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1630","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1640","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1650","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1660","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1670","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1680","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1690","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1700","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1710","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1720","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1730","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1740","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1750","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","1760","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3020","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3050","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3080","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3110","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3140","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3170","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3200","unit"
"little skate","Leucoraja erinacea","little-skate","litska",26,"both","3230","unit"
